sample,simulationStep,simulationStepsTime,timeSteps,particles,solver,fViscosity,stiffness,iterations,timeStep,densityError,cfl,boundary,bViscosity,gamma1,gamma2,gamma3
220,22180,12.7725,595,932,IISPH,30,10000,24,0.03,0.002964859,6.620934E-05,Zero,30,1,1,1
221,22213,11.7522,596,932,IISPH,30,10000,22,0.03,0.0029629653,6.848859E-05,Zero,30,1,1,1
222,22246,14.5819,597,932,IISPH,30,10000,23,0.04,0.002964222,6.935646E-05,Zero,30,1,1,1
223,22271,17.1281,598,932,IISPH,30,10000,35,0.04,0.0039378833,9.7320924E-05,Zero,30,1,1,1
224,22296,14.9287,599,932,IISPH,30,10000,30,0.04,0.003937294,9.5572505E-05,Zero,30,1,1,1
225,22321,14.8235,600,932,IISPH,30,10000,30,0.04,0.0039366717,9.6018994E-05,Zero,30,1,1,1
226,22346,15.3223,601,932,IISPH,30,10000,30,0.04,0.0039364207,9.644165E-05,Zero,30,1,1,1
227,22371,15.4607,602,932,IISPH,30,10000,31,0.04,0.003937883,9.632152E-05,Zero,30,1,1,1
228,22396,14.7401,603,932,IISPH,30,10000,30,0.04,0.003936539,9.5062955E-05,Zero,30,1,1,1
229,22421,16.2826,604,932,IISPH,30,10000,32,0.04,0.003938252,9.414657E-05,Zero,30,1,1,1
230,22446,15.822,605,932,IISPH,30,10000,30,0.04,0.003935975,9.3721465E-05,Zero,30,1,1,1
231,22471,14.9167,606,932,IISPH,30,10000,29,0.04,0.0039358856,9.253779E-05,Zero,30,1,1,1
232,22496,15.4768,607,932,IISPH,30,10000,29,0.04,0.003935148,9.127686E-05,Zero,30,1,1,1
233,22521,15.2584,608,932,IISPH,30,10000,30,0.04,0.003936378,8.850766E-05,Zero,30,1,1,1
234,22546,15.9836,609,932,IISPH,30,10000,32,0.04,0.003938075,8.70447E-05,Zero,30,1,1,1
235,22571,15.0708,610,932,IISPH,30,10000,31,0.04,0.003937041,8.505086E-05,Zero,30,1,1,1
236,22596,20.3159,611,932,IISPH,30,10000,31,0.04,0.003937942,8.374865E-05,Zero,30,1,1,1
237,22621,14.7457,612,932,IISPH,30,10000,30,0.04,0.003937176,8.1056445E-05,Zero,30,1,1,1
